id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-453361,2025-01-06,000001,Vente en l'état futur d'achèvement,222000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,5097,41,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453361,2025-01-06,000001,Vente en l'état futur d'achèvement,222000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11029,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453363,2025-01-08,000001,Vente en l'état futur d'achèvement,237000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11049,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453363,2025-01-08,000001,Vente en l'état futur d'achèvement,237000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,5106,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453364,2025-01-07,000001,Vente en l'état futur d'achèvement,263000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11597,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453364,2025-01-07,000001,Vente en l'état futur d'achèvement,263000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,10001,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453397,2025-01-10,000001,Vente en l'état futur d'achèvement,334000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,5011,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453397,2025-01-10,000001,Vente en l'état futur d'achèvement,334000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,5016,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453397,2025-01-10,000001,Vente en l'état futur d'achèvement,334000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11188,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453401,2025-01-10,000001,Vente en l'état futur d'achèvement,289000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11177,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453401,2025-01-10,000001,Vente en l'état futur d'achèvement,289000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,9055,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453409,2025-01-13,000001,Vente en l'état futur d'achèvement,262000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11391,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453409,2025-01-13,000001,Vente en l'état futur d'achèvement,262000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,7028,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453429,2025-01-15,000001,Vente en l'état futur d'achèvement,326445,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,4057,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453429,2025-01-15,000001,Vente en l'état futur d'achèvement,326445,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11286,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453429,2025-01-15,000001,Vente en l'état futur d'achèvement,326445,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,4062,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453470,2025-01-16,000001,Vente en l'état futur d'achèvement,222000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,7071,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453470,2025-01-16,000001,Vente en l'état futur d'achèvement,222000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11355,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453471,2025-01-16,000001,Vente en l'état futur d'achèvement,276210,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,5022,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453471,2025-01-16,000001,Vente en l'état futur d'achèvement,276210,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,5123,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453471,2025-01-16,000001,Vente en l'état futur d'achèvement,276210,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,5029,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453471,2025-01-16,000001,Vente en l'état futur d'achèvement,276210,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11163,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453491,2025-01-17,000001,Vente en l'état futur d'achèvement,255000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,10071,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453491,2025-01-17,000001,Vente en l'état futur d'achèvement,255000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11142,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453513,2025-01-17,000001,Vente,104000,39,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0175,,,325,22.41,,,,,,,,,1,2,Appartement,22,1,,,,,,2.327666,48.92669
2025-453531,2025-01-20,000001,Vente en l'état futur d'achèvement,198000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11479,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453531,2025-01-20,000001,Vente en l'état futur d'achèvement,198000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,7022,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453587,2025-01-21,000001,Vente en l'état futur d'achèvement,262000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11392,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453587,2025-01-21,000001,Vente en l'état futur d'achèvement,262000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,7021,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453589,2025-01-23,000001,Vente en l'état futur d'achèvement,225213,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11001,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453589,2025-01-23,000001,Vente en l'état futur d'achèvement,225213,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,4066,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453602,2025-01-22,000001,Vente en l'état futur d'achèvement,3412,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,7101,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453617,2025-01-23,000001,Vente en l'état futur d'achèvement,205000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,7059,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453617,2025-01-23,000001,Vente en l'état futur d'achèvement,205000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11329,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453641,2025-01-24,000001,Vente en l'état futur d'achèvement,213000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11160,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453641,2025-01-24,000001,Vente en l'état futur d'achèvement,213000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,5058,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453655,2025-01-24,000001,Vente en l'état futur d'achèvement,196000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,4025,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453655,2025-01-24,000001,Vente en l'état futur d'achèvement,196000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11249,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453694,2025-01-27,000001,Vente en l'état futur d'achèvement,290000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11199,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453694,2025-01-27,000001,Vente en l'état futur d'achèvement,290000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,9039,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453694,2025-01-27,000001,Vente en l'état futur d'achèvement,290000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,9033,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453777,2025-01-30,000001,Vente en l'état futur d'achèvement,338000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,4031,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453777,2025-01-30,000001,Vente en l'état futur d'achèvement,338000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11043,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453779,2025-01-30,000001,Vente en l'état futur d'achèvement,273000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,7118,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453779,2025-01-30,000001,Vente en l'état futur d'achèvement,273000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,7078,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453779,2025-01-30,000001,Vente en l'état futur d'achèvement,273000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11412,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453785,2025-01-29,000001,Vente en l'état futur d'achèvement,269000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11411,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453785,2025-01-29,000001,Vente en l'état futur d'achèvement,269000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,7073,60,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453793,2025-01-30,000001,Vente en l'état futur d'achèvement,197010,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11344,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453793,2025-01-30,000001,Vente en l'état futur d'achèvement,197010,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,4014,40.4,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453796,2025-01-28,000001,Vente en l'état futur d'achèvement,204000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,7051,40,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453796,2025-01-28,000001,Vente en l'état futur d'achèvement,204000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11327,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453823,2025-01-30,000001,Vente en l'état futur d'achèvement,288000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11215,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453823,2025-01-30,000001,Vente en l'état futur d'achèvement,288000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,5085,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453823,2025-01-30,000001,Vente en l'état futur d'achèvement,288000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,5092,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453844,2025-01-31,000001,Vente en l'état futur d'achèvement,215000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11020,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453844,2025-01-31,000001,Vente en l'état futur d'achèvement,215000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,5078,41.58,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453919,2025-02-04,000001,Vente en l'état futur d'achèvement,488880,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,10112,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453919,2025-02-04,000001,Vente en l'état futur d'achèvement,488880,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11621,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453925,2025-01-27,000001,Vente en l'état futur d'achèvement,377000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11592,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453925,2025-01-27,000001,Vente en l'état futur d'achèvement,377000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,10066,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453955,2025-01-31,000001,Vente,86632,7,,PL ANDRE MALRAUX,0043,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0314,,,1308,,,,,,,,,,1,2,Appartement,65,3,,,,,,2.332382,48.934813
2025-453955,2025-01-31,000001,Vente,86632,9001,,PL ANDRE MALRAUX,0043,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0314,,,1508,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.332382,48.934813
2025-453980,2025-02-06,000001,Vente en l'état futur d'achèvement,197000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,5073,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-453980,2025-02-06,000001,Vente en l'état futur d'achèvement,197000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11111,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454062,2025-01-15,000001,Vente en l'état futur d'achèvement,276600,61,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000K0051,,,427,,,,,,,,,,1,,,,,,,,,,2.333476,48.929386
2025-454062,2025-01-15,000001,Vente en l'état futur d'achèvement,276600,61,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000K0051,,,107,,,,,,,,,,1,,,,,,,,,,2.333476,48.929386
2025-454110,2025-01-31,000001,Vente,113352,31,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0302,,,146,46.18,27,,,,,,,,2,2,Appartement,44,2,,,,,,2.330901,48.940239
2025-454110,2025-01-31,000001,Vente,113352,31,,AV JEAN MOULIN,4560,92390,92078,Villeneuve-la-Garenne,92,,,920780000F0302,,,146,46.18,27,,,,,,,,2,3,Dépendance,,0,,,,,,2.330901,48.940239
2025-454219,2025-02-12,000001,Vente en l'état futur d'achèvement,146025,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,10039,23.3,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454221,2025-02-12,000001,Vente en l'état futur d'achèvement,274510,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11146,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454221,2025-02-12,000001,Vente en l'état futur d'achèvement,274510,,,,,,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,8030,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454221,2025-02-12,000001,Vente en l'état futur d'achèvement,274510,,,,,,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,8035,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454223,2025-02-13,000001,Vente en l'état futur d'achèvement,3412,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,7112,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454226,2025-02-03,000001,Vente en l'état futur d'achèvement,333000,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0247,,,113,,,,,,,,,,1,,,,,,,,,,2.326836,48.926965
2025-454226,2025-02-03,000001,Vente en l'état futur d'achèvement,333000,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0247,,,7,,,,,,,,,,1,,,,,,,,,,2.326836,48.926965
2025-454235,2025-02-13,000001,Vente en l'état futur d'achèvement,257000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11194,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454235,2025-02-13,000001,Vente en l'état futur d'achèvement,257000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,9010,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454308,2025-02-17,000001,Vente en l'état futur d'achèvement,274230,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,9047,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454308,2025-02-17,000001,Vente en l'état futur d'achèvement,274230,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,9044,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454308,2025-02-17,000001,Vente en l'état futur d'achèvement,274230,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11203,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454310,2025-02-18,000001,Vente en l'état futur d'achèvement,299147,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11127,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454310,2025-02-18,000001,Vente en l'état futur d'achèvement,299147,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,10051,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454343,2025-02-18,000001,Vente en l'état futur d'achèvement,331000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11619,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454343,2025-02-18,000001,Vente en l'état futur d'achèvement,331000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,10070,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454364,2025-02-12,000001,Vente en l'état futur d'achèvement,438020,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0247,,,179,,,,,,,,,,1,,,,,,,,,,2.326836,48.926965
2025-454364,2025-02-12,000001,Vente en l'état futur d'achèvement,438020,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0247,,,60,,,,,,,,,,1,,,,,,,,,,2.326836,48.926965
2025-454364,2025-02-12,000001,Vente en l'état futur d'achèvement,438020,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0247,,,91,,,,,,,,,,1,,,,,,,,,,2.326836,48.926965
2025-454364,2025-02-12,000001,Vente en l'état futur d'achèvement,438020,11,,AV MARC SANGNIER,5152,92390,92078,Villeneuve-la-Garenne,92,,,920780000N0247,,,178,,,,,,,,,,1,,,,,,,,,,2.326836,48.926965
2025-454396,2025-02-06,000001,Vente en l'état futur d'achèvement,298700,61,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000K0051,,,463,,,,,,,,,,1,,,,,,,,,,2.333476,48.929386
2025-454396,2025-02-06,000001,Vente en l'état futur d'achèvement,298700,61,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000K0051,,,322,,,,,,,,,,1,,,,,,,,,,2.333476,48.929386
2025-454398,2025-01-29,000001,Vente en l'état futur d'achèvement,291200,61,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000K0051,,,306,,,,,,,,,,1,,,,,,,,,,2.333476,48.929386
2025-454398,2025-01-29,000001,Vente en l'état futur d'achèvement,291200,61,,QUAI D ASNIERES,0060,92390,92078,Villeneuve-la-Garenne,92,,,920780000K0051,,,430,,,,,,,,,,1,,,,,,,,,,2.333476,48.929386
2025-454449,2025-02-11,000001,Vente,155000,10,,PL ANDRE MALRAUX,0043,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0314,,,490,66.92,,,,,,,,,1,2,Appartement,69,3,,,,,,2.332382,48.934813
2025-454449,2025-02-11,000001,Vente,155000,10,,PL ANDRE MALRAUX,0043,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0314,,,490,66.92,,,,,,,,,1,3,Dépendance,,0,,,,,,2.332382,48.934813
2025-454473,2025-02-20,000001,Vente en l'état futur d'achèvement,201000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11179,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-454473,2025-02-20,000001,Vente en l'état futur d'achèvement,201000,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,9012,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
